date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:56	113804/113804	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.ttf	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.ttf	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:56	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:51%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/img/uniform.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/img/uniform.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/uniform.css)
23:34:57	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:52%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/bg-input-focus.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/bg-input-focus.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/uniform.css)
23:34:57	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:53%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/bg-input.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/bg-input.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/uniform.css)
23:34:58	478229/478229	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.svg	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.svg	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:58	1248/1248	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/FieldFunc.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/FieldFunc.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientContactUsExternal.action)
23:35:01	297790/297790	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:06:53%20GMT	https://billing.questdiagnostics.com/PatientBilling/PatientMenu.action	D:/OKK/billing.questdiagnostics.com/PatientBilling/PatientMenu.html	(from https://billing.questdiagnostics.com/PatientBilling/PatientContactUsExternal.action)
23:35:07	321256/321256	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:07:01%20GMT	https://billing.questdiagnostics.com/PatientBilling/PATFaqExternal.action?getLabCode=false&fromLink=doFaq	D:/OKK/billing.questdiagnostics.com/PatientBilling/PATFaqExternalb4ba.html	(from https://billing.questdiagnostics.com/PatientBilling/PatientMenu.action)
23:35:08	303032/303032	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:07:03%20GMT	https://billing.questdiagnostics.com/PatientBilling/PATInvoiceImageExternal.action?getLabCode=false	D:/OKK/billing.questdiagnostics.com/PatientBilling/PATInvoiceImageExternal0f1f.html	(from https://billing.questdiagnostics.com/PatientBilling/PATFaqExternal.action?getLabCode=false&fromLink=doFaq)
23:35:10	311229/311229	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:07:05%20GMT	https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doTransfer	D:/OKK/billing.questdiagnostics.com/PatientBilling/PatientBillingDef9385.html	(from https://billing.questdiagnostics.com/PatientBilling/PATFaqExternal.action?getLabCode=false&fromLink=doFaq)
23:35:10	316269/316269	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:07:05%20GMT	https://billing.questdiagnostics.com/PatientBilling/PatientContactUsExternal.action?fromCorpPage=true&userType=P	D:/OKK/billing.questdiagnostics.com/PatientBilling/PatientContactUsExternal8558.html	(from https://billing.questdiagnostics.com/PatientBilling/PATFaqExternal.action?getLabCode=false&fromLink=doFaq)
23:35:12	306507/306507	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:07:07%20GMT	https://billing.questdiagnostics.com/PatientBilling/PATInsuranceTermsExternal.action?fromLink=doInsuranceTerms&getLabCode=false	D:/OKK/billing.questdiagnostics.com/PatientBilling/PATInsuranceTermsExternala0c4.html	(from https://billing.questdiagnostics.com/PatientBilling/PATFaqExternal.action?getLabCode=false&fromLink=doFaq)
